account_id,contract_tier,contract_duration_months,tenure_months,monthly_recurring_revenue,licensed_seats,active_users_last_30d,seat_utilization_ratio,login_frequency_last_30d,login_decay_ratio,feature_adoption_score,support_tickets_last_90d,p1_tickets_last_30d,ticket_escalation_velocity,csm_touchpoints_last_90d,billing_overdue_days,nps_score,churn
ACC-14281,SMB,24,17,1054.97,6,4,0.6667,2.66,1.2158,0.5633,1,0,0.0003,2,0,11.0,0
ACC-14282,Mid-Market,24,40,8685.11,108,65,0.6019,9.5,1.3057,0.7491,3,1,2.9998,0,0,46.0,0
ACC-14283,Enterprise,24,27,9486.75,222,210,0.9459,22.48,0.9944,0.602,4,0,0.0001,5,0,,0
ACC-14284,Mid-Market,12,13,4472.03,140,100,0.7143,2.6,1.8565,0.6934,4,0,0.0001,6,0,77.0,0
ACC-14285,Mid-Market,24,6,6882.88,116,41,0.3534,18.54,0.9131,0.7615,2,1,4.4995,1,20,-3.0,1
ACC-14286,SMB,12,13,1383.62,6,4,0.6667,12.0,1.037,0.5879,4,1,2.2499,1,0,20.0,0
ACC-14287,Mid-Market,24,34,2960.77,80,35,0.4375,8.75,1.8976,0.7412,7,0,0.0,8,0,10.0,0
ACC-14288,Mid-Market,24,8,9353.26,75,42,0.56,11.31,1.513,0.499,1,1,8.9976,2,0,30.0,0
ACC-14289,SMB,12,7,613.55,33,29,0.8788,8.26,0.8113,0.5642,4,1,2.2499,6,0,26.0,0
ACC-14290,Mid-Market,24,11,4360.49,48,32,0.6667,5.61,0.7761,0.3323,1,3,26.9922,5,0,90.0,0
ACC-14291,Enterprise,12,9,43616.61,860,598,0.6953,17.93,0.7418,0.4243,6,0,0.0,4,0,-2.0,0
ACC-14292,Mid-Market,12,10,5340.17,128,87,0.6797,13.07,1.3185,0.6938,6,0,0.0,5,0,,0
ACC-14293,SMB,12,5,2288.5,9,7,0.7778,6.93,0.986,0.5715,3,1,2.9998,6,0,33.0,0
ACC-14294,Mid-Market,24,19,4313.12,147,107,0.7279,12.79,0.8856,0.7303,6,0,0.0,10,0,11.0,0
ACC-14295,Mid-Market,24,21,6237.9,103,60,0.5825,18.37,0.7401,0.9093,4,0,0.0001,4,0,11.0,0
ACC-14296,Enterprise,24,15,12491.22,254,126,0.4961,15.8,0.8108,0.9509,5,0,0.0001,5,0,,0
ACC-14297,Enterprise,12,6,20926.75,938,731,0.7793,22.23,1.3586,0.8749,0,0,1.0,6,0,,0
ACC-14298,Mid-Market,12,11,7509.15,115,63,0.5478,13.78,0.9397,0.7194,4,3,6.7496,2,0,,1
ACC-14299,Mid-Market,24,20,2688.56,53,30,0.566,4.95,0.9955,0.5063,7,0,0.0,3,0,45.0,0
ACC-14300,Enterprise,12,22,28217.45,725,529,0.7297,21.08,0.8761,0.7527,4,1,2.2499,3,0,33.0,0
ACC-14301,SMB,24,5,1915.54,33,29,0.8788,8.41,0.8912,0.7729,2,0,0.0001,6,20,26.0,0
ACC-14302,SMB,12,17,1689.51,20,15,0.75,9.56,0.7648,0.7366,4,0,0.0001,5,4,-30.0,0
ACC-14303,Mid-Market,12,11,4087.44,94,52,0.5532,8.07,0.7113,0.8619,2,0,0.0001,3,0,,0
ACC-14304,SMB,12,16,917.06,10,7,0.7,4.82,1.6737,0.5338,4,0,0.0001,2,0,52.0,0
ACC-14305,Enterprise,24,7,12467.16,439,368,0.8383,17.11,0.7228,0.7208,4,1,2.2499,2,0,,0
ACC-14306,Mid-Market,12,5,9932.3,120,110,0.9167,11.34,0.7213,0.3677,3,1,2.9998,2,4,16.0,0
ACC-14307,Mid-Market,12,15,7794.51,44,35,0.7955,10.33,1.3332,0.6187,4,0,0.0001,8,0,-9.0,0
ACC-14308,SMB,12,15,1647.57,22,20,0.9091,15.54,0.6852,0.3744,4,0,0.0001,3,0,46.0,0
ACC-14309,SMB,12,10,1774.08,5,4,0.8,6.53,0.9668,0.5957,2,0,0.0001,2,0,34.0,0
ACC-14310,Mid-Market,12,37,4983.13,40,33,0.825,17.88,0.975,0.5774,4,0,0.0001,5,0,,0
ACC-14311,SMB,12,10,904.17,14,4,0.2857,24.62,0.9958,0.5093,2,0,0.0001,5,0,-1.0,0
ACC-14312,Enterprise,24,10,34026.75,187,134,0.7166,7.91,0.849,0.7034,6,1,1.5,3,0,-1.0,0
ACC-14313,SMB,12,17,1789.53,21,19,0.9048,13.29,1.1806,0.3461,7,0,0.0,3,0,,0
ACC-14314,SMB,24,16,2371.75,5,3,0.6,17.3,1.0254,0.4735,3,1,2.9998,1,0,35.0,0
ACC-14315,Enterprise,24,10,25981.64,372,251,0.6747,25.58,0.9842,0.6557,2,0,0.0001,2,0,-10.0,0
ACC-14316,SMB,12,21,1817.19,33,31,0.9394,19.7,0.7829,0.8357,3,0,0.0001,3,0,,0
ACC-14317,Enterprise,12,21,35807.31,899,515,0.5729,12.43,1.2386,0.7875,2,0,0.0001,2,0,-5.0,0
ACC-14318,Mid-Market,24,17,7832.89,55,43,0.7818,8.64,0.8687,0.5366,8,0,0.0,1,0,,0
ACC-14319,Mid-Market,12,19,3861.9,103,85,0.8252,16.44,1.076,0.8649,1,2,17.9949,1,0,59.0,0
ACC-14320,Mid-Market,12,16,5306.75,129,95,0.7364,9.09,1.1659,0.797,2,0,0.0001,6,0,,0
ACC-14321,SMB,12,16,1396.96,9,7,0.7778,21.97,0.7811,0.739,3,0,0.0001,6,0,75.0,0
ACC-14322,SMB,24,7,2308.86,5,2,0.4,7.18,1.3428,0.9162,5,1,1.8,4,0,17.0,0
ACC-14323,Mid-Market,24,17,2889.18,109,60,0.5505,9.05,0.6873,0.5533,0,0,1.0,7,0,100.0,0
ACC-14324,SMB,36,27,735.04,29,20,0.6897,11.56,1.1577,0.7027,5,0,0.0001,2,0,28.0,0
ACC-14325,SMB,24,19,1277.62,14,11,0.7857,7.57,0.9963,0.6982,3,2,5.9995,3,0,24.0,1
ACC-14326,Enterprise,12,14,8649.9,388,351,0.9046,20.84,0.9639,0.9117,5,1,1.8,2,0,53.0,0
ACC-14327,SMB,12,26,1095.13,11,9,0.8182,9.5,1.071,0.8395,6,0,0.0,4,0,21.0,0
ACC-14328,Enterprise,12,19,25077.0,427,290,0.6792,18.73,0.6223,0.8853,5,0,0.0001,4,0,-2.0,0
ACC-14329,SMB,12,10,1251.11,7,3,0.4286,34.74,0.8656,0.6036,6,1,1.5,4,0,6.0,0
ACC-14330,Mid-Market,12,26,5769.41,105,101,0.9619,7.3,0.6267,0.3894,7,0,0.0,3,0,18.0,0
ACC-14331,Enterprise,12,12,34562.42,894,626,0.7002,19.05,0.9909,0.7492,6,1,1.5,3,0,,0
ACC-14332,Mid-Market,12,8,2878.6,50,39,0.78,6.16,1.07,0.6251,5,0,0.0001,2,0,42.0,0
ACC-14333,Mid-Market,12,10,3921.32,105,85,0.8095,13.33,1.1363,0.7746,2,0,0.0001,5,16,72.0,0
ACC-14334,Mid-Market,12,12,5025.03,65,54,0.8308,32.09,1.0385,0.8011,1,0,0.0003,3,0,1.0,0
ACC-14335,Enterprise,36,7,16386.15,300,239,0.7967,13.64,0.989,0.6574,4,1,2.2499,3,0,,0
ACC-14336,Mid-Market,24,32,4838.28,52,48,0.9231,8.09,2.3182,0.9523,5,0,0.0001,7,0,,0
ACC-14337,SMB,36,5,1005.09,5,3,0.6,11.09,0.8865,0.7161,4,1,2.2499,3,0,27.0,0
ACC-14338,Mid-Market,12,22,3388.28,79,36,0.4557,16.89,1.1272,0.5244,3,1,2.9998,2,0,74.0,0
ACC-14339,Mid-Market,12,19,8885.34,113,48,0.4248,8.74,1.0007,0.2981,2,1,4.4995,5,12,3.0,1
ACC-14340,Mid-Market,12,18,8651.92,109,98,0.8991,6.68,0.7843,0.5998,4,1,2.2499,1,0,25.0,0
ACC-14341,Enterprise,12,21,34725.54,131,93,0.7099,14.84,0.7687,0.7551,4,1,2.2499,3,0,,0
ACC-14342,SMB,12,15,1422.6,28,23,0.8214,16.4,0.6217,0.5609,2,1,4.4995,3,0,,1
ACC-14343,SMB,36,22,430.32,32,26,0.8125,5.89,0.805,0.9432,3,0,0.0001,1,0,,0
ACC-14344,Mid-Market,36,15,7474.86,149,138,0.9262,25.26,1.1551,0.8463,4,0,0.0001,4,8,,0
ACC-14345,Mid-Market,12,13,9718.25,124,88,0.7097,9.01,1.9668,0.7273,7,1,1.2857,3,0,19.0,0
ACC-14346,SMB,12,7,2365.5,19,18,0.9474,17.21,0.8134,0.7776,2,0,0.0001,4,0,30.0,0
ACC-14347,Mid-Market,12,20,7604.4,129,82,0.6357,12.4,1.4848,0.3034,5,0,0.0001,2,0,18.0,0
ACC-14348,SMB,12,20,809.66,16,14,0.875,23.51,1.4183,0.642,2,2,8.9988,4,0,37.0,1
ACC-14349,Mid-Market,12,16,4571.56,73,48,0.6575,4.93,1.6275,0.7609,1,0,0.0003,6,0,14.0,0
ACC-14350,SMB,12,25,1084.0,10,8,0.8,9.19,0.8793,0.861,3,1,2.9998,5,0,,0
ACC-14351,Mid-Market,12,30,7342.3,88,62,0.7045,19.97,0.8252,0.7412,1,0,0.0003,2,0,,0
ACC-14352,Mid-Market,12,12,4375.06,128,59,0.4609,16.69,1.8542,0.6236,3,1,2.9998,5,0,23.0,0
ACC-14353,SMB,12,23,534.1,12,9,0.75,16.44,1.4043,0.73,3,0,0.0001,1,0,,0
ACC-14354,Mid-Market,12,7,5301.93,77,65,0.8442,20.52,0.917,0.6971,2,0,0.0001,6,0,,0
ACC-14355,Mid-Market,12,17,4291.75,113,49,0.4336,11.53,0.9606,0.8429,5,0,0.0001,11,0,49.0,0
ACC-14356,Mid-Market,36,15,4130.78,61,51,0.8361,8.75,0.721,0.7548,1,0,0.0003,5,0,65.0,0
ACC-14357,Mid-Market,12,25,7801.27,105,80,0.7619,16.74,0.8888,0.6255,3,1,2.9998,1,0,,0
ACC-14358,Mid-Market,24,12,4709.67,70,63,0.9,19.57,0.7673,0.3075,1,0,0.0003,6,0,-24.0,0
ACC-14359,Enterprise,24,31,28831.09,241,201,0.834,21.7,1.2552,0.7727,4,2,4.4997,5,0,,1
ACC-14360,Enterprise,36,14,36570.19,408,295,0.723,24.76,0.9128,0.708,5,0,0.0001,1,0,,0
ACC-14361,Mid-Market,24,7,4894.75,71,60,0.8451,8.85,1.7866,0.5367,1,0,0.0003,2,0,29.0,0
ACC-14362,SMB,24,6,618.28,24,18,0.75,7.32,0.7611,0.7256,2,0,0.0001,4,0,41.0,0
ACC-14363,Mid-Market,24,24,7221.65,144,97,0.6736,13.92,0.9527,0.8221,2,1,4.4995,5,0,21.0,0
ACC-14364,Mid-Market,12,7,5624.45,109,77,0.7064,26.89,1.1456,0.599,6,0,0.0,7,0,-15.0,0
ACC-14365,SMB,12,21,2133.56,13,10,0.7692,6.8,1.4506,0.7465,3,0,0.0001,1,0,20.0,0
ACC-14366,Enterprise,36,24,28368.0,832,483,0.5805,14.09,1.016,0.8514,2,0,0.0001,6,0,3.0,0
ACC-14367,Mid-Market,24,10,5907.3,50,26,0.52,13.23,1.4036,0.8898,0,0,1.0,6,0,22.0,0
ACC-14368,Enterprise,36,19,10474.99,740,459,0.6203,13.78,0.7401,0.6451,6,0,0.0,3,0,,0
ACC-14369,Enterprise,24,36,22865.28,255,242,0.949,14.46,2.4287,0.701,4,1,2.2499,11,0,81.0,0
ACC-14370,Mid-Market,24,15,5944.98,131,94,0.7176,5.98,0.7842,0.7042,5,0,0.0001,2,0,14.0,0
ACC-14371,Mid-Market,24,6,2012.84,69,54,0.7826,4.16,2.2231,0.8925,3,0,0.0001,4,8,-22.0,0
ACC-14372,Enterprise,24,11,9713.94,297,209,0.7037,8.0,1.0046,0.7468,4,1,2.2499,4,16,,0
ACC-14373,Mid-Market,12,39,8148.03,91,61,0.6703,10.71,0.7176,0.5142,1,1,8.9976,1,0,,0
ACC-14374,Mid-Market,36,25,5062.83,119,109,0.916,20.99,1.0605,0.736,0,1,30001.0,3,0,38.0,0
ACC-14375,Mid-Market,24,8,9289.55,86,53,0.6163,15.51,1.1898,0.3747,6,1,1.5,1,0,39.0,0
ACC-14376,Mid-Market,24,30,6023.95,42,24,0.5714,19.26,0.8467,0.6745,3,1,2.9998,4,0,,0
ACC-14377,SMB,24,30,2211.34,13,9,0.6923,11.34,0.8913,0.499,1,1,8.9976,5,0,,0
ACC-14378,Enterprise,12,13,22559.39,762,621,0.815,16.72,1.3685,0.3565,3,0,0.0001,2,0,,0
ACC-14379,Mid-Market,12,7,6063.42,127,111,0.874,14.63,0.9106,0.6525,3,0,0.0001,2,20,64.0,0
ACC-14380,Enterprise,36,28,25744.99,839,464,0.553,32.81,0.8506,0.7882,6,0,0.0,4,0,,0
ACC-14381,Enterprise,24,42,22008.97,264,131,0.4962,9.0,0.7862,0.6214,2,0,0.0001,1,0,,0
ACC-14382,Mid-Market,12,10,6317.53,57,48,0.8421,4.46,0.9658,0.8759,6,0,0.0,4,0,47.0,0
ACC-14383,Mid-Market,12,24,3943.82,100,75,0.75,21.65,0.9172,0.3548,2,0,0.0001,6,0,25.0,0
ACC-14384,SMB,24,11,1516.44,28,10,0.3571,15.99,0.8726,0.4603,5,0,0.0001,4,0,77.0,0
ACC-14385,Mid-Market,24,10,7241.86,108,75,0.6944,18.97,0.8472,0.4936,1,1,8.9976,1,0,,0
ACC-14386,SMB,24,19,1382.78,32,19,0.5938,12.35,0.6475,0.6236,5,2,3.5998,2,4,,1
ACC-14387,Enterprise,24,10,33655.34,925,704,0.7611,7.01,1.3144,0.6922,1,0,0.0003,2,0,,0
ACC-14388,Enterprise,12,16,26739.31,610,579,0.9492,22.56,0.7877,0.8849,6,0,0.0,5,0,6.0,0
ACC-14389,Enterprise,12,31,35241.13,214,129,0.6028,17.34,1.0117,0.9229,1,1,8.9976,7,0,,0
ACC-14390,Enterprise,12,6,21831.2,546,214,0.3919,6.28,0.9746,0.2838,4,0,0.0001,7,0,100.0,0
ACC-14391,Mid-Market,24,26,9690.16,97,68,0.701,10.85,0.9524,0.6785,3,0,0.0001,4,0,35.0,0
ACC-14392,Mid-Market,12,18,2283.49,43,36,0.8372,10.78,0.9054,0.3784,3,0,0.0001,2,0,,0
ACC-14393,Enterprise,24,21,25782.55,490,296,0.6041,7.31,1.0401,0.4429,2,0,0.0001,5,0,1.0,0
ACC-14394,SMB,12,17,455.08,18,16,0.8889,11.45,1.0046,0.5855,4,1,2.2499,4,0,-37.0,1
ACC-14395,SMB,12,33,646.67,10,8,0.8,10.69,0.6699,0.4828,5,0,0.0001,1,0,46.0,0
ACC-14396,Mid-Market,36,20,6685.05,86,71,0.8256,18.99,0.9242,0.5309,2,0,0.0001,3,0,72.0,0
ACC-14397,Enterprise,12,13,37324.27,174,162,0.931,2.29,0.8586,0.6106,2,0,0.0001,4,12,28.0,0
ACC-14398,Enterprise,24,18,26321.89,852,659,0.7735,8.44,0.8561,0.6296,9,0,0.0,4,0,49.0,0
ACC-14399,Enterprise,12,13,26213.57,996,979,0.9829,8.98,0.9552,0.8257,2,1,4.4995,5,0,43.0,0
ACC-14400,Enterprise,12,11,23267.58,593,362,0.6105,13.21,0.9325,0.6633,1,0,0.0003,4,0,58.0,0
ACC-14401,Mid-Market,12,29,9720.38,32,25,0.7812,23.29,1.1704,0.5676,6,0,0.0,3,0,7.0,0
ACC-14402,Mid-Market,12,13,5779.52,143,98,0.6853,3.33,0.8156,0.5191,8,0,0.0,4,0,45.0,0
ACC-14403,Mid-Market,24,5,8963.63,83,42,0.506,17.42,1.0598,0.7436,3,1,2.9998,3,0,44.0,0
ACC-14404,SMB,12,21,2163.8,33,23,0.697,21.93,0.8639,0.6108,6,0,0.0,5,0,,0
ACC-14405,SMB,12,13,483.6,33,13,0.3939,16.94,1.0975,0.8803,2,0,0.0001,5,0,17.0,0
ACC-14406,SMB,12,37,488.95,31,25,0.8065,6.53,0.6912,0.6698,4,0,0.0001,1,0,13.0,0
ACC-14407,Enterprise,24,23,38156.44,579,478,0.8256,5.67,1.2974,0.3672,4,0,0.0001,5,4,,0
ACC-14408,Mid-Market,24,36,5090.36,61,48,0.7869,9.45,1.8848,0.9353,5,0,0.0001,1,0,62.0,0
ACC-14409,Mid-Market,12,25,6313.04,142,70,0.493,14.59,0.8136,0.7759,3,0,0.0001,8,0,-7.0,0
ACC-14410,Enterprise,24,30,15259.28,954,630,0.6604,14.76,0.6526,0.7852,3,1,2.9998,3,0,38.0,0
ACC-14411,Enterprise,24,20,35390.95,193,153,0.7927,8.95,0.9652,0.6733,1,0,0.0003,5,0,,0
ACC-14412,SMB,24,26,1117.37,15,8,0.5333,34.34,1.1864,0.7129,4,0,0.0001,3,0,49.0,0
ACC-14413,Mid-Market,12,10,6796.06,30,27,0.9,19.03,1.0151,0.4999,6,0,0.0,5,0,,0
ACC-14414,Mid-Market,24,25,9518.34,90,50,0.5556,6.81,1.3633,0.8231,1,0,0.0003,4,0,66.0,0
ACC-14415,Mid-Market,24,7,5212.22,90,72,0.8,30.55,0.8827,0.6242,3,0,0.0001,6,0,29.0,0
ACC-14416,Mid-Market,24,16,2465.49,124,93,0.75,14.1,0.8794,0.8842,3,0,0.0001,4,0,,0
ACC-14417,Enterprise,24,12,28344.05,875,708,0.8091,32.1,0.876,0.5091,1,0,0.0003,2,0,20.0,0
ACC-14418,Mid-Market,36,19,3313.59,49,44,0.898,16.34,0.9908,0.9131,3,1,2.9998,8,0,21.0,0
ACC-14419,Enterprise,12,13,43671.92,192,188,0.9792,5.47,0.965,0.8397,6,1,1.5,7,0,25.0,0
ACC-14420,Enterprise,36,7,12684.01,253,162,0.6403,8.31,0.8023,0.7745,4,0,0.0001,5,0,53.0,0
ACC-14421,SMB,12,7,523.32,24,19,0.7917,29.19,0.9186,0.8087,3,0,0.0001,3,8,-12.0,0
ACC-14422,Mid-Market,24,8,4378.35,86,68,0.7907,5.49,0.9094,0.8489,4,0,0.0001,4,4,-16.0,0
ACC-14423,SMB,12,19,1719.69,21,16,0.7619,6.59,1.0954,0.2179,3,0,0.0001,1,0,39.0,0
ACC-14424,Mid-Market,12,20,8643.25,56,48,0.8571,12.78,0.7479,0.6729,1,0,0.0003,4,0,66.0,0
ACC-14425,Mid-Market,24,13,3645.02,53,44,0.8302,6.28,0.8691,0.9191,4,0,0.0001,6,0,-13.0,0
ACC-14426,Mid-Market,24,21,3925.0,39,34,0.8718,5.3,0.9076,0.8639,7,1,1.2857,6,0,25.0,0
ACC-14427,Enterprise,12,15,9080.27,821,549,0.6687,21.86,0.996,0.5312,2,3,13.4981,5,0,77.0,0
ACC-14428,Enterprise,12,20,27972.99,729,618,0.8477,13.35,0.9227,0.8922,3,0,0.0001,4,4,,0
ACC-14429,SMB,12,16,1866.03,30,22,0.7333,15.69,0.8272,0.8188,4,0,0.0001,2,0,21.0,0
ACC-14430,SMB,36,26,2029.07,27,16,0.5926,19.35,0.7879,0.8784,3,0,0.0001,6,0,66.0,0
ACC-14431,Mid-Market,24,10,4496.28,45,38,0.8444,12.51,1.1457,0.6751,0,0,1.0,5,0,19.0,0
ACC-14432,Mid-Market,12,5,8987.88,125,96,0.768,12.39,1.057,0.7922,3,0,0.0001,3,0,,0
ACC-14433,SMB,24,15,1242.77,23,15,0.6522,17.53,1.1175,0.5988,4,0,0.0001,5,0,35.0,0
ACC-14434,Enterprise,36,17,19559.62,657,357,0.5434,19.36,1.188,0.7186,4,0,0.0001,4,0,7.0,0
ACC-14435,Mid-Market,12,8,8426.36,44,38,0.8636,4.12,1.043,0.8047,3,0,0.0001,4,0,34.0,0
ACC-14436,Mid-Market,24,9,6601.7,104,46,0.4423,31.73,0.8257,0.3856,5,0,0.0001,5,0,,0
ACC-14437,SMB,12,23,807.06,10,8,0.8,25.04,1.0308,0.8276,4,1,2.2499,4,0,-41.0,0
ACC-14438,SMB,24,23,1867.61,20,16,0.8,11.39,1.197,0.873,2,0,0.0001,7,0,36.0,0
ACC-14439,Mid-Market,12,15,5346.74,40,36,0.9,10.06,0.9526,0.6506,4,0,0.0001,5,0,40.0,0
ACC-14440,SMB,12,6,927.29,28,17,0.6071,4.22,0.8436,0.8354,2,1,4.4995,5,0,,0
ACC-14441,SMB,12,22,1939.36,9,7,0.7778,17.72,1.1225,0.8894,2,0,0.0001,1,0,51.0,0
ACC-14442,Mid-Market,12,17,9095.69,117,115,0.9829,11.92,0.9581,0.3644,2,0,0.0001,4,0,,0
ACC-14443,Mid-Market,24,12,3427.35,94,62,0.6596,10.03,1.2544,0.6734,4,2,4.4997,3,0,58.0,0
ACC-14444,Mid-Market,12,27,3397.7,92,79,0.8587,9.05,1.525,0.8787,2,1,4.4995,7,0,67.0,0
ACC-14445,SMB,12,3,2311.0,26,23,0.8846,11.71,1.082,0.7781,5,2,3.5998,3,0,,1
ACC-14446,Enterprise,24,16,26823.4,136,83,0.6103,12.69,1.4901,0.8834,3,0,0.0001,4,0,,0
ACC-14447,SMB,12,22,1530.82,28,15,0.5357,41.17,0.5923,0.6979,7,0,0.0,6,0,,0
ACC-14448,Mid-Market,12,7,5898.0,36,35,0.9722,8.95,0.7364,0.5468,6,0,0.0,5,0,56.0,0
ACC-14449,SMB,36,7,1152.22,18,10,0.5556,14.54,1.0499,0.8726,3,0,0.0001,3,0,98.0,0
ACC-14450,Mid-Market,24,39,9648.87,142,120,0.8451,12.55,0.9702,0.6088,6,0,0.0,4,0,,0
ACC-14451,Mid-Market,12,23,4416.93,81,61,0.7531,13.73,1.0603,0.5517,2,0,0.0001,3,0,95.0,0
ACC-14452,SMB,12,33,1166.41,11,5,0.4545,27.57,0.7724,0.7217,1,0,0.0003,4,0,17.0,0
ACC-14453,SMB,36,26,1240.64,25,18,0.72,9.01,0.8353,0.7903,3,0,0.0001,6,0,,0
ACC-14454,SMB,12,19,2443.12,8,6,0.75,32.05,1.0994,0.6895,4,1,2.2499,7,0,,0
ACC-14455,Enterprise,12,42,38374.11,539,407,0.7551,11.31,0.9596,0.8284,6,1,1.5,5,4,75.0,0
ACC-14456,SMB,12,18,1603.21,26,15,0.5769,12.26,0.9111,0.6467,4,1,2.2499,1,0,26.0,0
ACC-14457,Enterprise,12,15,29796.2,469,336,0.7164,13.93,0.6425,0.6136,9,0,0.0,2,0,,0
ACC-14458,Mid-Market,24,26,7638.72,134,83,0.6194,7.29,0.84,0.9066,4,1,2.2499,3,8,36.0,0
ACC-14459,Mid-Market,24,28,3605.44,56,33,0.5893,12.13,0.9257,0.7664,1,0,0.0003,2,0,,0
ACC-14460,Mid-Market,36,21,6429.68,107,62,0.5794,9.36,0.8702,0.6082,4,0,0.0001,2,0,19.0,0
ACC-14461,Mid-Market,24,12,7187.08,93,65,0.6989,11.35,0.7396,0.7381,6,1,1.5,3,8,25.0,0
ACC-14462,SMB,12,26,1307.06,10,7,0.7,22.26,1.5331,0.7902,4,0,0.0001,3,0,22.0,0
ACC-14463,Enterprise,12,12,14527.28,669,558,0.8341,20.47,0.7767,0.6783,3,0,0.0001,3,0,32.0,0
ACC-14464,SMB,36,17,976.8,22,17,0.7727,16.78,1.3313,0.4774,5,0,0.0001,5,0,,0
ACC-14465,Mid-Market,12,9,7315.89,147,122,0.8299,12.45,1.332,0.8495,7,0,0.0,10,0,-4.0,0
ACC-14466,Enterprise,12,10,44875.04,994,776,0.7807,9.73,1.463,0.8714,5,0,0.0001,0,0,15.0,0
ACC-14467,Enterprise,36,4,8977.07,395,288,0.7291,12.95,1.0555,0.7303,3,0,0.0001,5,0,,0
ACC-14468,SMB,24,15,1363.84,30,21,0.7,9.82,1.1324,0.5077,2,0,0.0001,2,0,,0
ACC-14469,SMB,12,20,518.05,25,20,0.8,10.44,0.8371,0.783,10,0,0.0,2,8,-6.0,0
ACC-14470,SMB,24,41,2093.17,8,7,0.875,6.52,0.8933,0.3164,3,1,2.9998,5,0,,0
ACC-14471,SMB,36,11,633.7,11,8,0.7273,5.58,0.719,0.6956,6,0,0.0,4,0,35.0,0
ACC-14472,Mid-Market,12,17,5642.47,85,78,0.9176,10.49,1.837,0.5301,1,0,0.0003,4,0,,0
ACC-14473,Mid-Market,24,15,7090.59,54,41,0.7593,11.1,1.0787,0.4858,6,1,1.5,3,0,12.0,0
ACC-14474,SMB,12,20,761.31,28,15,0.5357,6.03,0.9051,0.5918,3,1,2.9998,5,0,,0
ACC-14475,Mid-Market,12,14,6127.93,139,75,0.5396,14.61,1.0182,0.8095,6,0,0.0,2,0,33.0,0
ACC-14476,Mid-Market,36,23,5503.34,148,127,0.8581,9.27,1.4667,0.6122,1,0,0.0003,5,0,-1.0,0
ACC-14477,Mid-Market,36,9,6472.71,73,54,0.7397,9.53,0.9556,0.855,5,0,0.0001,3,0,12.0,0
ACC-14478,Mid-Market,12,16,3007.11,132,82,0.6212,5.64,1.4408,0.7925,3,0,0.0001,4,0,,0
ACC-14479,Mid-Market,12,20,9085.15,132,94,0.7121,13.33,1.2414,0.5693,1,2,17.9949,2,0,,1
ACC-14480,Enterprise,12,29,36825.53,781,515,0.6594,17.38,0.8805,0.6029,7,1,1.2857,0,0,29.0,0
ACC-14481,Mid-Market,24,23,2259.59,84,68,0.8095,8.18,1.3364,0.842,2,0,0.0001,3,0,,0
ACC-14482,Mid-Market,12,16,7625.01,145,118,0.8138,25.27,1.258,0.5419,4,1,2.2499,2,0,68.0,0
ACC-14483,Mid-Market,12,10,9783.08,63,51,0.8095,9.35,0.8004,0.8296,3,1,2.9998,1,0,27.0,0
ACC-14484,Mid-Market,12,43,2084.05,77,59,0.7662,8.23,1.2012,0.688,5,1,1.8,3,0,,0
ACC-14485,SMB,12,11,1328.54,18,10,0.5556,39.26,0.9705,0.5246,3,0,0.0001,2,0,100.0,0
ACC-14486,Enterprise,12,7,20327.31,614,512,0.8339,15.75,1.0042,0.4478,10,0,0.0,3,0,100.0,0
ACC-14487,Mid-Market,24,11,3827.51,116,26,0.2241,14.78,0.8101,0.6262,0,0,1.0,3,0,,0
ACC-14488,SMB,12,6,2415.3,17,10,0.5882,11.28,0.9434,0.4739,6,1,1.5,5,0,10.0,0
ACC-14489,Mid-Market,12,20,6270.46,132,88,0.6667,10.68,0.9448,0.7732,7,0,0.0,2,0,-10.0,0
ACC-14490,Mid-Market,24,16,8686.73,136,106,0.7794,5.23,0.8161,0.4562,4,1,2.2499,1,0,-1.0,0
ACC-14491,SMB,24,14,749.07,22,11,0.5,5.81,1.0317,0.5104,4,1,2.2499,4,0,33.0,0
ACC-14492,Mid-Market,12,15,5746.48,65,50,0.7692,8.72,1.1866,0.7028,3,1,2.9998,5,0,,0
ACC-14493,SMB,12,12,407.66,28,24,0.8571,11.33,0.9032,0.8087,2,1,4.4995,7,0,-28.0,0
ACC-14494,SMB,24,4,2285.37,25,15,0.6,12.59,1.0756,0.8525,4,1,2.2499,7,0,,0
ACC-14495,Mid-Market,12,26,2409.55,106,60,0.566,17.56,0.6932,0.7547,3,0,0.0001,3,0,40.0,0
ACC-14496,Mid-Market,24,12,2564.19,57,46,0.807,14.77,1.0354,0.7534,7,2,2.5714,6,0,33.0,0
ACC-14497,Enterprise,12,7,33596.85,581,462,0.7952,19.8,0.6019,0.8406,5,0,0.0001,5,0,38.0,0
ACC-14498,Mid-Market,12,5,8365.47,107,52,0.486,8.28,0.8212,0.8806,5,2,3.5998,4,0,,1
ACC-14499,Mid-Market,12,32,5232.86,98,66,0.6735,12.25,1.1256,0.7766,6,0,0.0,4,0,54.0,0
ACC-14500,Mid-Market,24,13,5364.92,97,87,0.8969,21.54,0.9029,0.9048,5,1,1.8,3,0,27.0,0
ACC-14501,Mid-Market,36,13,6685.0,104,85,0.8173,14.73,0.6457,0.8746,2,0,0.0001,3,0,,0
ACC-14502,Mid-Market,12,21,5088.79,127,99,0.7795,13.42,0.9595,0.5111,1,0,0.0003,2,0,67.0,0
